Latitude,Longitude,Sample Date,coastal,blue,green,red,nir,swir16,swir22,lwir,lwir11,trad,urad,drad,atran,emis,emsd,cdist,scene_date,scene_dist_km,NDMI,MNDWI
-25.45963889,28.26430556,17-04-2012,,,,,,,,,,-572.0,-4251.5,-4620.5,-1041.0,,,,2012-04-08,38.76,,
-28.338333,31.373611,17-04-2012,,8017.0,8831.5,8731.0,13947.5,12836.0,10290.0,,,8539.0,914.0,486.0,8636.0,,,231.0,2012-04-10,73.73,0.04149943061959773,-0.18481596861659083
-29.161667,23.696389,18-04-2012,,9054.0,9928.5,9125.0,8021.5,7596.0,7502.0,41888.5,,7925.0,1723.0,851.0,7526.0,9876.0,90.0,238.0,2012-04-22,94.84,0.027245077637265712,0.13309937516048886
-27.01011111,26.69808333,18-04-2012,,8153.0,8714.0,8705.0,11286.0,10408.5,9166.0,41804.0,,7999.0,381.0,225.0,9431.0,9724.0,67.0,103.5,2012-05-17,51.31,0.04044803982576211,-0.08861289057393078
-25.81048333,27.90955222,18-04-2012,,8819.5,9579.0,9569.5,13855.0,13813.0,11123.5,43811.0,,8576.5,1405.0,716.0,8011.0,9608.0,106.0,157.0,2012-04-08,44.48,0.0015179991325719188,-0.18100205198358338
-24.282222,28.090278,18-04-2012,,8707.0,9454.0,9423.0,14580.5,14379.0,11161.0,44611.0,,8855.0,1695.0,846.0,7667.0,9714.0,103.0,1425.5,2012-04-08,63.18,0.006957993059272409,-0.20664624680065372
-24.768889,31.39,18-04-2012,,10245.0,11934.5,13405.0,17994.0,20121.5,17553.0,43423.5,,8539.0,646.0,352.0,9084.0,9592.0,96.0,1719.5,2012-07-15,61.22,-0.05581718723354001,-0.2553968055902163
-24.9675,31.516667,18-04-2012,,8743.5,9313.0,9830.0,13515.5,14552.0,11781.0,43132.5,,8446.0,691.5,374.0,9025.0,9660.0,63.0,1492.0,2012-07-15,73.63,-0.036928832279326494,-0.2195265032474326
-27.00222,28.76528,18-04-2012,,9335.5,10024.5,10519.0,11921.5,12756.0,10954.0,,,8725.0,1033.0,544.0,8546.5,,,902.5,2012-05-03,69.18,-0.033816229358727454,-0.11990518206360652
-26.648056,27.089444,18-04-2012,,8592.5,9431.5,9954.0,14091.0,15687.0,12281.5,42619.5,,8390.0,391.0,229.0,9417.0,9785.5,74.0,390.5,2012-05-17,106.69,-0.05359661495063452,-0.24903955252104926
-26.970278,27.211111,18-04-2012,,8974.0,9340.5,9138.5,8909.5,8044.5,7830.5,41972.0,,8074.0,1145.5,596.0,8349.0,9876.0,128.0,1142.0,2012-05-10,67.73,0.05102040816326501,0.07454702329594436
-26.880278,26.965,18-04-2012,,8613.5,9536.0,10385.0,14036.0,15968.0,12425.0,42416.0,,8297.0,400.0,234.0,9405.0,9757.5,118.0,695.5,2012-05-17,81.45,-0.06439141447806938,-0.25219573400250844
-27.38972222,26.46388889,18-04-2012,,8573.0,9272.0,9061.0,9159.5,8259.0,8099.0,41655.0,,8074.0,390.0,230.0,9419.0,9876.0,98.0,479.0,2012-05-17,27.94,0.05169790739730717,0.05778335519936081
-26.98472222,26.63227778,18-04-2012,,8930.0,9875.0,10787.0,13692.5,15653.5,13723.0,43380.5,,8632.0,378.0,223.0,9436.0,9704.0,77.0,250.5,2012-05-17,47.3,-0.06682341716077127,-0.2263548582956295
-30.568333,29.422778,18-04-2012,,,,,,,,,,,,,,,,,2012-04-10,102.39,,
-30.570833,29.150556,18-04-2012,,8699.5,9601.0,10533.5,12739.5,14189.5,11833.0,40041.0,,7311.5,486.0,275.0,9274.0,9674.0,51.5,880.5,2012-06-04,64.05,-0.05384529689182646,-0.1928711040121049
-27.602222,29.942778,19-04-2012,,8980.0,9715.0,10210.0,14768.0,14441.0,11491.5,44431.0,,8706.0,1538.0,774.5,7783.5,9635.0,36.0,1317.5,2012-04-17,57.45,0.01119517956794135,-0.19564497433349812
-27.671111,27.236944,19-04-2012,,9760.0,10313.5,10849.5,13525.0,13883.0,11694.5,43544.5,,8539.0,1010.0,533.0,8546.0,9704.5,96.5,32.5,2012-05-10,75.61,-0.013061879743140641,-0.14752133573037363
-31.031389,28.883333,19-04-2012,,8724.5,9850.0,9744.0,11292.5,10592.5,9155.5,40862.5,,7683.5,710.0,384.0,9005.0,9683.0,40.0,4363.5,2012-06-04,103.6,0.03198537811286255,-0.036321389262565555
-30.86013889,29.07125,19-04-2012,,8831.0,9698.0,10246.0,11742.0,12146.5,10156.0,40985.5,,7739.0,753.0,404.0,8948.0,9794.0,31.5,4085.0,2012-06-04,89.11,-0.016932833790317448,-0.11208771086543473
-33.13083,18.86278,19-04-2012,,9275.5,10722.0,11420.0,14694.0,13029.5,11280.0,44053.5,,8855.0,1187.0,607.0,8475.0,9742.0,85.0,1437.0,2012-04-11,19.71,0.06003931682507599,-0.09715175883628362
-29.140556,31.391944,20-04-2012,,9314.0,10096.0,9892.5,14501.0,10613.0,9167.0,43207.0,,8334.0,2525.0,1174.0,6639.0,9752.0,75.5,17.0,2012-04-26,89.66,0.15481404794138667,-0.024964991066685864
-27.573056,24.746389,22-04-2012,,8708.5,9743.5,10208.5,13719.0,14321.0,11779.5,43630.0,,8464.5,1591.0,796.0,7726.0,9673.0,68.0,102.0,2012-04-22,39.06,-0.021469329529243863,-0.19021795591015733
-29.7775,29.470833,23-04-2012,,8872.5,9785.0,11284.0,14298.0,15402.0,12477.0,40351.5,,7516.0,436.5,250.0,9334.0,9816.0,0.0,3473.0,2012-06-04,77.97,-0.03717171717171705,-0.22301187120339772
-29.987778,29.851667,23-04-2012,,8175.5,8901.5,8498.5,17694.5,12672.5,9709.5,41131.0,,7702.0,767.0,416.0,8761.0,9841.0,76.0,365.0,2012-04-10,49.56,0.16537688938650455,-0.1747937331973664
-29.744167,29.905833,23-04-2012,,,,,,,,,,8446.0,1296.5,665.5,8274.0,,,,2012-05-03,145.34,,
-26.73806,27.59194,23-04-2012,,,,,,,,,,,,,,,,,2012-05-10,60.12,,
-29.160278,26.573333,23-04-2012,,9703.0,10350.0,10783.0,13767.0,14136.0,11710.0,43589.0,,8539.0,1094.0,572.0,8401.0,9677.0,88.0,557.5,2012-05-10,101.81,-0.01322438447478761,-0.15461896593972005
-29.1825,23.575556,23-04-2012,,,,,,,,,,,,,,,,,2012-04-22,105.89,,
-33.501667,21.624167,23-04-2012,,8813.0,9961.5,9812.5,15544.5,11148.0,9020.5,45418.0,,9413.0,1654.0,822.0,8037.0,9626.0,65.0,671.5,2012-03-12,61.75,0.16470918797414943,-0.056206921054501265
-33.818056,19.694722,23-04-2012,,,,,,,,,,,,,,,,,2012-04-11,127.74,,
-28.7115,24.07288889,24-04-2012,,9073.0,9921.0,10037.0,12872.0,12111.5,10357.5,43189.0,,8260.0,1631.0,812.0,7663.0,9650.0,72.0,2609.5,2012-04-22,41.24,0.030440090459703285,-0.0994213094292518
-24.679167,30.8025,24-04-2012,,8696.0,9645.0,10361.0,13650.0,15259.5,13099.0,44117.5,,8855.0,1326.0,675.0,8263.0,9709.0,0.0,1789.5,2012-05-03,76.87,-0.055673740465936615,-0.2254411853279519
-25.127778,27.628889,24-04-2012,,4548.5,4792.0,4922.0,6756.5,7045.5,5556.0,21730.0,,-739.5,-4258.5,-4625.5,-1031.0,-130.0,-4978.5,-4689.0,2012-05-10,125.97,-0.020938994348644973,-0.19036958817317684
-25.20639,27.558,24-04-2012,,9246.0,9892.5,9774.0,14204.5,12143.0,9979.5,43315.0,,8372.0,1468.0,742.0,7954.0,9619.0,54.0,130.5,2012-05-10,137.15,0.07824271752538162,-0.10213065281023757
-24.69514,27.40906,24-04-2012,,9047.5,9987.0,10242.5,13909.0,12085.0,9869.5,42303.5,,8185.0,584.0,324.0,9172.0,9756.5,117.5,375.0,2012-05-17,58.89,0.07017003923982432,-0.09505255527364945
-27.363611,31.783333,24-04-2012,,8039.0,8918.0,8596.0,17685.0,12271.0,9381.0,43245.0,,8558.0,1046.0,547.0,8513.0,9842.5,0.0,1418.0,2012-04-10,70.03,0.1807317398851643,-0.15824248430789487
-30.733889,29.828333,24-04-2012,,8453.0,9286.0,9357.5,14813.0,13212.5,10304.5,41815.0,,7776.0,1198.0,616.0,8114.0,9715.5,48.5,781.5,2012-04-10,85.5,0.05710870457262116,-0.17452274596084108
-26.880278,26.965,24-04-2012,,8613.5,9536.0,10385.0,14036.0,15968.0,12425.0,42416.0,,8297.0,400.0,234.0,9405.0,9757.5,118.0,695.5,2012-05-17,81.45,-0.06439141447806938,-0.25219573400250844
-29.615556,27.065278,24-04-2012,,9709.0,10638.5,11021.5,13827.5,13021.0,11106.0,42150.5,,7943.5,1074.0,563.0,8412.0,9611.0,71.0,894.5,2012-05-10,54.91,0.030038922099930986,-0.10069950759737062
-28.883333,27.89,24-04-2012,,9144.0,9762.0,9921.5,13563.5,12227.0,10596.0,42532.0,,8055.5,863.0,463.0,8727.0,9411.0,0.0,57.0,2012-05-10,48.28,0.051821407107267986,-0.1121015052981031
-29.161667,23.696389,25-04-2012,,9054.0,9928.5,9125.0,8021.5,7596.0,7502.0,41888.5,,7925.0,1723.0,851.0,7526.0,9876.0,90.0,238.0,2012-04-22,94.84,0.027245077637265712,0.13309937516048886
-24.183889,30.823889,25-04-2012,,8729.0,9585.5,9774.5,13757.5,11804.0,9706.0,44780.5,,9060.0,2068.0,996.5,7468.0,9649.5,48.5,3307.5,2012-05-03,73.02,0.07642352757076042,-0.10371911451880549
-22.769722,30.886944,25-04-2012,,8503.0,9247.0,9668.0,14372.0,14209.0,11909.0,46227.0,,9562.0,1730.0,851.0,7841.0,9654.0,0.0,3200.0,2012-05-03,44.98,0.0057030894650291954,-0.21154502046384632
-27.937778,31.209444,25-04-2012,,8066.0,8848.0,8660.0,15252.5,12188.0,9680.0,,,8260.0,761.5,413.0,8849.5,,,1487.0,2012-04-10,79.32,0.11167799420564455,-0.15877543259174673
-26.905,32.324722,25-04-2012,,7668.0,8343.0,7943.0,18207.0,11403.0,8730.0,42810.0,,8409.0,1240.0,635.0,8273.0,9875.0,0.0,2385.5,2012-04-10,127.54,0.22978723404255244,-0.15496809480401016
-27.935,26.126667,25-04-2012,,8880.0,9592.0,10361.0,12200.0,15494.0,13438.5,42608.5,,8241.5,383.0,226.0,9427.0,9625.0,77.5,380.0,2012-05-17,78.99,-0.11894273127753262,-0.23527066889898657
-34.075556,20.145556,25-04-2012,,9736.0,11056.0,12048.5,16015.5,17648.5,14299.0,49281.5,,10641.0,2070.0,993.5,7461.0,9603.0,59.0,1018.0,2012-01-15,45.04,-0.04850879277566525,-0.22966782211848238
-30.398056,30.601944,26-04-2012,,7994.0,8781.0,8448.0,17938.5,11495.0,8904.0,,,7962.0,1445.0,729.0,7843.0,,,1564.0,2012-04-10,40.42,0.21891722017429047,-0.13385283093312225
-30.27402,30.69602,26-04-2012,,8184.5,8951.5,8768.5,14927.5,12187.0,9575.0,,,8148.0,1469.0,740.0,7820.0,,,242.0,2012-04-10,38.23,0.10107138247063342,-0.15306194857723987
-30.679722,26.7125,26-04-2012,,,,,,,,,,,,,,,,,2012-04-15,115.64,,
-30.160091,27.40124,26-04-2012,,9945.0,10694.0,11259.0,14203.0,15062.0,12002.5,42142.5,,7999.5,1092.0,571.0,8383.0,9714.0,124.0,64.5,2012-05-10,31.14,-0.029352468819408752,-0.16959155148314892
-34.005833,22.351111,26-04-2012,,8572.0,9335.5,9146.5,15806.0,13178.0,10518.0,41591.0,,7776.0,1330.0,668.5,8075.0,9650.0,80.5,243.0,2012-05-24,62.89,0.0906707148771733,-0.17067537255424448
-29.803611,30.516111,27-04-2012,,8674.5,9585.0,9589.0,15341.0,13137.0,10630.0,42182.5,,8055.5,958.0,507.0,8516.0,9790.0,112.0,541.0,2012-04-10,37.62,0.07739307535641521,-0.15632426722999668
-29.758889,30.935278,28-04-2012,,,,,,,,,,,,,,,,,2012-04-10,68.72,,
-28.760833,17.730278,29-04-2012,,,,,,,,,,,,,,,,,2012-04-18,60.89,,
-25.99136,27.84208,30-04-2012,,9201.0,9689.0,9820.5,13502.5,13952.5,11295.0,43628.0,,8501.5,1218.0,629.0,8238.0,9676.0,39.0,490.5,2012-05-10,40.75,-0.016390457111637165,-0.18033965695916004
-29.380556,30.2775,30-04-2012,,,,,,,,,,,,,,,,,2012-04-26,86.06,,
-34.065833,20.404167,01-05-2012,,,,,,,,,,,,,,,,,2012-08-10,61.52,,
-26.006389,29.253889,01-05-2012,,,,,,,,,,,,,,,,,2012-05-03,56.95,,
-25.45963889,28.26430556,01-05-2012,,9200.0,9773.0,10013.0,14798.0,13801.0,11238.0,44125.0,,8595.0,1476.0,745.0,7919.0,9636.0,176.0,560.0,2012-05-10,38.29,0.03486135878876872,-0.1708662085348258
-33.897778,20.012778,01-05-2012,,8185.0,8904.0,8664.0,13667.0,10627.0,8752.0,44296.0,,8632.0,2807.0,1284.0,6341.0,9687.0,42.0,688.0,2012-03-19,105.28,0.12513377788754373,-0.08821872919973331
-29.161667,23.696389,02-05-2012,,,,,,,,,,,,,,,,,2012-05-08,85.77,,
-25.81048333,27.90955222,02-05-2012,,9070.0,9655.0,9869.0,13320.5,14096.0,11368.0,43429.5,,8446.0,1346.0,687.0,8084.0,9608.0,106.0,147.5,2012-05-10,27.85,-0.028285886236390393,-0.18698160077470344
-26.861111,28.884722,02-05-2012,,9327.0,10038.5,10784.0,13229.0,15833.0,13190.0,44583.0,,8930.0,1023.5,539.0,8563.5,9570.5,0.0,698.5,2012-05-03,66.87,-0.08960154153189702,-0.22397232475890375
-29.033333,23.983333,02-05-2012,,9374.0,10061.5,10287.0,15457.5,13031.0,10953.5,42696.0,,8223.0,1181.0,613.0,8330.0,9678.0,73.0,387.5,2012-05-08,55.52,0.08517471962370751,-0.12859153404785048
-28.058889,30.373611,02-05-2012,,9040.5,9866.0,9992.5,14296.5,13920.5,11004.5,44344.0,,8873.5,1155.0,600.0,8426.0,9657.0,96.0,1379.0,2012-05-03,131.65,0.013325300350852276,-0.17045382885249966
-24.925278,29.324444,03-05-2012,,9132.5,9662.5,10089.0,13643.0,14803.5,12086.0,44462.0,,9004.0,1598.5,793.0,7955.5,9759.0,140.0,421.5,2012-05-03,102.93,-0.0407958799852353,-0.21012834137169867
-27.00222,28.76528,03-05-2012,,9335.5,10024.5,10519.0,11921.5,12756.0,10954.0,,,8725.0,1033.0,544.0,8546.5,,,902.5,2012-05-03,69.18,-0.033816229358727454,-0.11990518206360652
-27.398611,26.614722,03-05-2012,,8427.5,9164.0,9250.5,14074.0,12550.5,10714.0,41699.5,,8037.0,392.0,231.0,9416.0,9796.0,62.0,39.0,2012-05-17,41.07,0.057221731863508964,-0.15595569780561305
-27.671111,27.236944,03-05-2012,,9760.0,10313.5,10849.5,13525.0,13883.0,11694.5,43544.5,,8539.0,1010.0,533.0,8546.0,9704.5,96.5,32.5,2012-05-10,75.61,-0.013061879743140641,-0.14752133573037363
-27.4,26.624722,03-05-2012,,8571.5,9269.0,9345.5,13551.0,12862.0,10650.0,41792.0,,8018.0,393.0,231.0,9415.0,9748.0,58.5,71.5,2012-05-17,42.02,0.026085639647143354,-0.16235145271338774
-26.648056,27.089444,04-05-2012,,8592.5,9431.5,9954.0,14091.0,15687.0,12281.5,42619.5,,8390.0,391.0,229.0,9417.0,9785.5,74.0,390.5,2012-05-17,106.69,-0.05359661495063452,-0.24903955252104926
-26.970278,27.211111,04-05-2012,,8974.0,9340.5,9138.5,8909.5,8044.5,7830.5,41972.0,,8074.0,1145.5,596.0,8349.0,9876.0,128.0,1142.0,2012-05-10,67.73,0.05102040816326501,0.07454702329594436
-26.880278,26.965,04-05-2012,,8613.5,9536.0,10385.0,14036.0,15968.0,12425.0,42416.0,,8297.0,400.0,234.0,9405.0,9757.5,118.0,695.5,2012-05-17,81.45,-0.06439141447806938,-0.25219573400250844
-27.01011111,26.69808333,07-05-2012,,8153.0,8714.0,8705.0,11286.0,10408.5,9166.0,41804.0,,7999.0,381.0,225.0,9431.0,9724.0,67.0,103.5,2012-05-17,51.31,0.04044803982576211,-0.08861289057393078
-26.73806,27.59194,07-05-2012,,,,,,,,,,,,,,,,,2012-05-10,60.12,,
-26.45,28.085833,07-05-2012,,9634.0,10490.0,11671.5,15192.0,17932.0,14046.0,44395.0,,8818.0,1099.0,575.0,8384.0,9671.5,89.5,220.0,2012-05-10,73.33,-0.08271947832387368,-0.26183942016747497
-26.98472222,26.63227778,07-05-2012,,8930.0,9875.0,10787.0,13692.5,15653.5,13723.0,43380.5,,8632.0,378.0,223.0,9436.0,9704.0,77.0,250.5,2012-05-17,47.3,-0.06682341716077127,-0.2263548582956295
-32.502778,19.535833,07-05-2012,,9985.0,12002.0,13687.5,16640.5,18863.0,16243.0,44282.0,,8836.5,987.5,517.5,8698.0,9520.0,54.0,2813.5,2012-04-11,89.99,-0.06259946202487061,-0.22229062044386774
-29.161667,23.696389,08-05-2012,,,,,,,,,,,,,,,,,2012-05-08,85.77,,
-25.127778,27.628889,08-05-2012,,4548.5,4792.0,4922.0,6756.5,7045.5,5556.0,21730.0,,-739.5,-4258.5,-4625.5,-1031.0,-130.0,-4978.5,-4689.0,2012-05-10,125.97,-0.020938994348644973,-0.19036958817317684
-25.20639,27.558,08-05-2012,,9246.0,9892.5,9774.0,14204.5,12143.0,9979.5,43315.0,,8372.0,1468.0,742.0,7954.0,9619.0,54.0,130.5,2012-05-10,137.15,0.07824271752538162,-0.10213065281023757
-24.69514,27.40906,08-05-2012,,9047.5,9987.0,10242.5,13909.0,12085.0,9869.5,42303.5,,8185.0,584.0,324.0,9172.0,9756.5,117.5,375.0,2012-05-17,58.89,0.07017003923982432,-0.09505255527364945
-28.747778,31.745833,08-05-2012,,8898.5,9833.5,9801.0,16163.5,14189.5,10877.0,44194.5,,8632.0,2589.0,1198.0,6570.0,9723.0,53.0,2874.5,2012-04-26,108.13,0.06503475768457792,-0.18132622903051168
-27.169444,29.233889,08-05-2012,,9549.0,10382.0,11050.0,14276.0,17950.0,14230.0,43699.5,,8706.0,1061.0,556.0,8509.0,9799.5,0.0,1807.0,2012-05-03,19.21,-0.11400732327933931,-0.26711845263306416
-26.648056,27.089444,08-05-2012,,8592.5,9431.5,9954.0,14091.0,15687.0,12281.5,42619.5,,8390.0,391.0,229.0,9417.0,9785.5,74.0,390.5,2012-05-17,106.69,-0.05359661495063452,-0.24903955252104926
-26.970278,27.211111,08-05-2012,,8974.0,9340.5,9138.5,8909.5,8044.5,7830.5,41972.0,,8074.0,1145.5,596.0,8349.0,9876.0,128.0,1142.0,2012-05-10,67.73,0.05102040816326501,0.07454702329594436
-26.880278,26.965,08-05-2012,,8613.5,9536.0,10385.0,14036.0,15968.0,12425.0,42416.0,,8297.0,400.0,234.0,9405.0,9757.5,118.0,695.5,2012-05-17,81.45,-0.06439141447806938,-0.25219573400250844
-28.141944,26.417778,08-05-2012,,8495.0,9058.0,9589.0,12936.5,14420.0,11880.0,42248.0,,8185.0,382.0,226.0,9426.0,9708.0,48.5,782.5,2012-05-17,102.6,-0.05422842834426899,-0.22838401908169254
-28.116667,26.725278,08-05-2012,,8631.0,9369.0,9914.0,13306.0,14449.0,11665.5,41817.5,,8074.0,382.5,226.0,9424.5,9790.0,39.0,678.0,2012-05-17,109.19,-0.04118176905062136,-0.21328407087076912
-29.042222,24.6,08-05-2012,,9366.5,10125.0,9608.5,10961.0,9509.0,8628.5,41984.5,,7999.0,1038.0,544.0,8502.0,9794.0,105.0,187.5,2012-05-08,46.3,0.07093307278944763,0.03137414688805118
-28.460833,21.248889,08-05-2012,,8702.0,9526.0,9374.0,13769.5,10912.5,9404.0,42453.0,,8334.0,984.0,515.0,8702.0,9822.5,66.0,22.5,2012-05-06,24.09,0.11575237014828574,-0.06783765931942136
-31.396,29.2651,08-05-2012,,8655.0,9521.5,9681.5,9832.0,9317.5,8937.5,41263.0,,7851.0,1143.0,585.0,8484.0,9731.0,127.0,153.0,2012-06-04,86.34,0.026867542233478543,0.010828600244174263
-25.57877778,29.12747222,08-05-2012,,9110.5,9473.5,9628.5,12144.5,12142.0,10522.0,44222.0,,8725.0,1548.5,776.5,7813.0,9384.0,0.0,2276.0,2012-05-10,97.28,0.00010293784612850719,-0.12345307765260984
-29.161667,23.696389,09-05-2012,,,,,,,,,,,,,,,,,2012-05-08,85.77,,
-25.49037,30.6986,09-05-2012,,8625.5,9140.0,9180.0,14443.0,12732.0,10053.0,42896.5,,8223.0,1455.0,731.0,7967.0,9587.0,0.0,678.0,2012-05-12,66.4,0.06296228150873942,-0.16422823701536138
-28.801278,31.955389,09-05-2012,,8574.5,9488.0,9509.5,15794.0,12881.5,10097.0,42211.0,,8074.0,1315.0,667.0,8104.0,9803.5,18.0,552.5,2012-05-21,19.4,0.10156754023469478,-0.15170209436956503
-27.273889,28.49,09-05-2012,,,,,,,,,,,,,,,,,2012-05-10,65.72,,
-27.4275,28.525833,09-05-2012,,10085.0,11368.5,12919.0,16661.0,18932.5,14917.0,,,8595.0,990.0,525.0,8526.0,,,1452.5,2012-05-10,72.27,-0.06381783190751102,-0.24962872512458253
-27.3,28.586944,09-05-2012,,9566.0,10575.0,11761.0,14343.0,16749.5,14034.0,,,8762.5,990.5,525.5,8525.0,,,775.5,2012-05-10,75.49,-0.07739808635523011,-0.2259693681494621
-27.398611,26.614722,09-05-2012,,8427.5,9164.0,9250.5,14074.0,12550.5,10714.0,41699.5,,8037.0,392.0,231.0,9416.0,9796.0,62.0,39.0,2012-05-17,41.07,0.057221731863508964,-0.15595569780561305
-29.028629,24.638389,09-05-2012,,9569.5,10369.0,10458.0,14753.5,13600.5,11635.0,43118.5,,8371.5,1031.0,541.0,8509.0,9669.0,61.0,152.0,2012-05-08,46.87,0.040664456514071946,-0.13481716347858683
-29.1825,23.575556,09-05-2012,,9370.5,10606.0,10031.0,9945.5,8574.5,8114.0,42065.0,,8129.5,1240.0,642.0,8262.0,9876.0,84.0,786.0,2012-05-08,96.5,0.0740280777537793,0.10591486144782407
-30.570833,29.150556,09-05-2012,,8699.5,9601.0,10533.5,12739.5,14189.5,11833.0,40041.0,,7311.5,486.0,275.0,9274.0,9674.0,51.5,880.5,2012-06-04,64.05,-0.05384529689182646,-0.1928711040121049
-31.104278,29.399722,09-05-2012,,8136.0,8740.0,8714.0,11740.0,10496.5,9144.0,40346.5,,7516.0,977.5,510.5,8686.5,9755.0,26.0,6048.5,2012-06-04,126.93,0.05592157039102352,-0.09131078938476288
-33.31388889,19.07472222,09-05-2012,,8274.5,8908.0,9085.0,12692.5,11545.0,9863.0,42993.5,,8483.0,1237.5,631.0,8409.0,9712.0,55.0,404.5,2012-04-11,47.71,0.04734399174832369,-0.12892974135823534
-28.7115,24.07288889,10-05-2012,,,,,,,,,,-851.0,-4401.0,-4689.0,-840.5,,,,2012-05-08,30.13,,
-29.140556,31.391944,10-05-2012,,9228.5,9995.5,9817.0,14394.0,10901.5,9304.5,43015.0,,8260.0,2757.0,1265.0,6348.0,9752.0,75.5,13.5,2012-05-12,97.92,0.1380680358166467,-0.04335550557496271
-28.75,30.442778,10-05-2012,,12372.0,12721.5,12890.0,14604.0,14746.5,13207.5,42129.0,,7999.0,1901.0,929.0,7414.0,9685.0,88.0,0.0,2012-05-12,12.66,-0.004855113200797245,-0.07372214941022254
-29.161667,30.629722,10-05-2012,,8892.5,9692.5,10110.0,13717.5,15414.5,13174.0,43848.5,,8613.5,1564.5,781.0,7795.5,9770.5,71.0,821.0,2012-05-12,54.98,-0.05825209391734156,-0.22790456844704574
-27.38972222,26.46388889,10-05-2012,,8573.0,9272.0,9061.0,9159.5,8259.0,8099.0,41655.0,,8074.0,390.0,230.0,9419.0,9876.0,98.0,479.0,2012-05-17,27.94,0.05169790739730717,0.05778335519936081
-27.935,26.126667,10-05-2012,,8880.0,9592.0,10361.0,12200.0,15494.0,13438.5,42608.5,,8241.5,383.0,226.0,9427.0,9625.0,77.5,380.0,2012-05-17,78.99,-0.11894273127753262,-0.23527066889898657
-27.671111,27.236944,10-05-2012,,9760.0,10313.5,10849.5,13525.0,13883.0,11694.5,43544.5,,8539.0,1010.0,533.0,8546.0,9704.5,96.5,32.5,2012-05-10,75.61,-0.013061879743140641,-0.14752133573037363
-28.376944,24.303056,10-05-2012,,9304.0,9908.5,9925.5,13725.0,13156.0,11043.0,42858.0,,8315.5,1205.0,625.0,8305.0,9724.5,93.5,630.0,2012-05-08,33.81,0.021167367285443172,-0.14080079776279503
-31.031389,28.883333,10-05-2012,,8724.5,9850.0,9744.0,11292.5,10592.5,9155.5,40862.5,,7683.5,710.0,384.0,9005.0,9683.0,40.0,4363.5,2012-06-04,103.6,0.03198537811286255,-0.036321389262565555
-30.86013889,29.07125,10-05-2012,,8831.0,9698.0,10246.0,11742.0,12146.5,10156.0,40985.5,,7739.0,753.0,404.0,8948.0,9794.0,31.5,4085.0,2012-06-04,89.11,-0.016932833790317448,-0.11208771086543473
-30.77586667,29.03221667,10-05-2012,,8895.0,9956.5,10706.0,14205.0,15440.0,12645.5,41374.5,,7776.0,714.5,386.0,8993.5,9662.0,44.0,3394.0,2012-06-04,79.03,-0.041659639062236326,-0.21591557891835406
-33.7075,18.97444444,10-05-2012,,4059.0,4429.0,4326.0,5261.0,4896.5,4288.0,21821.0,,-683.5,-4333.5,-4662.0,-866.0,-183.5,-4952.0,-4966.0,2012-04-11,83.65,0.03588481417671636,-0.05013136024877969
-33.72266667,18.61691667,10-05-2012,,9079.5,10101.5,10736.5,14730.5,15762.0,12525.0,44277.5,,8911.0,1259.0,641.0,8362.0,9654.0,111.0,119.0,2012-04-11,83.87,-0.03382799048946451,-0.218860556382546
-27.902778,24.615556,11-05-2012,,9447.0,10343.5,10623.0,15022.5,15573.0,12524.0,43946.0,,8706.0,1193.0,617.0,8316.0,9716.0,78.0,1118.5,2012-05-08,75.39,-0.01799284208462023,-0.20178264811992283
-28.44555556,32.325,19-04-2012,,8576.5,9445.0,9266.5,17955.0,12606.0,9989.0,42660.0,,8185.0,1555.0,773.5,7737.0,9840.0,0.0,990.0,2012-05-21,34.13,0.1750269951899474,-0.1433495079588221
-31.554722,29.245556,12-05-2012,,8318.0,9345.0,9044.0,17850.5,14308.0,10543.5,42691.0,,8409.0,1072.5,553.0,8559.5,9830.0,93.0,1274.5,2012-06-04,82.87,0.11015750112722886,-0.2098253921278476
-28.760833,17.730278,13-05-2012,,21531.0,22105.0,22817.5,23472.5,18269.0,17009.0,28069.5,,4037.5,1022.0,527.0,8605.0,9880.0,0.0,0.0,2012-05-27,101.75,0.1246601104416465,0.09501164115519865
-25.99136,27.84208,14-05-2012,,9201.0,9689.0,9820.5,13502.5,13952.5,11295.0,43628.0,,8501.5,1218.0,629.0,8238.0,9676.0,39.0,490.5,2012-05-10,40.75,-0.016390457111637165,-0.18033965695916004
-26.861111,28.884722,14-05-2012,,8656.5,8834.5,8959.5,9839.5,9584.5,8564.0,42324.0,,7980.5,1019.5,539.0,8481.0,9556.5,0.0,37.5,2012-05-10,112.81,0.013128088962108665,-0.040718822954557574
-26.45,28.085833,14-05-2012,,9634.0,10490.0,11671.5,15192.0,17932.0,14046.0,44395.0,,8818.0,1099.0,575.0,8384.0,9671.5,89.5,220.0,2012-05-10,73.33,-0.08271947832387368,-0.26183942016747497
-25.681111,31.783333,15-05-2012,,9486.5,10233.0,10597.5,13542.0,12258.5,10870.0,43942.0,,8650.5,2252.0,1071.0,7057.0,9742.0,0.0,564.0,2012-05-12,53.08,0.04974709792445864,-0.09005624346975485
-25.398889,31.610556,15-05-2012,,9291.5,10071.0,10406.0,13905.5,14143.5,12222.5,44438.0,,8818.0,2168.0,1035.0,7165.0,9761.0,35.0,613.5,2012-05-12,55.78,-0.008485150985774865,-0.16818435235086346
